"DATA.TYPE","YEAR","ICPR.STATE.CODE","STATE.NAME","variable","value"
"S",860,35,"NEBRASKA","X860TOT.SLAVE.MALES",6
"S",860,40,"VIRGINIA","X860TOT.SLAVE.MALES",249483
"S",860,41,"ALABAMA","X860TOT.SLAVE.MALES",217766
"S",860,42,"ARKANSAS","X860TOT.SLAVE.MALES",56174
"S",860,43,"FLORIDA","X860TOT.SLAVE.MALES",31348
"S",860,44,"GEORGIA","X860TOT.SLAVE.MALES",229193
"S",860,45,"LOUISIANA","X860TOT.SLAVE.MALES",171977
"S",860,46,"MISSISSIPPI","X860TOT.SLAVE.MALES",219301
"S",860,47,"NORTH CAROLINA","X860TOT.SLAVE.MALES",166469
"S",860,48,"SOUTH CAROLINA","X860TOT.SLAVE.MALES",196571
"S",860,49,"TEXAS","X860TOT.SLAVE.MALES",91189
"S",860,51,"KENTUCKY","X860TOT.SLAVE.MALES",113009
"S",860,52,"MARYLAND","X860TOT.SLAVE.MALES",44313
"S",860,54,"TENNESSEE","X860TOT.SLAVE.MALES",136370
"S",860,65,"NEVADA","X860TOT.SLAVE.MALES",NA
"S",860,71,"CALIFORNIA","X860TOT.SLAVE.MALES",NA
"S",860,72,"OREGON","X860TOT.SLAVE.MALES",NA
